,JobRuntime,Command,Factor,type,time1,time2,time3,time4,time5,mean,sd,median
6,60.562,cholesky,0.35,ess,60.562,60.562,60.542,60.641000000000005,60.614,60.580200000000005,0.044968878126989964,60.562
7,60.543,cholesky,0.40,ess,60.543,60.705,60.638000000000005,60.538999999999994,60.505,60.5726,0.06150040650272452,60.543
8,60.782,cholesky,0.45,ess,60.782,60.746,61.001999999999995,60.751999999999995,60.818999999999996,60.87140000000001,0.12155986179656485,60.818999999999996
9,60.956,cholesky,0.50,ess,60.956,60.933,60.73,61.074,61.005,60.899,0.15986869612278878,60.956
10,61.082,cholesky,0.55,ess,61.082,60.82899999999999,61.055,60.872,61.144,61.0416,0.10153964742897198,61.055
11,60.845,cholesky,0.60,ess,60.845,60.983000000000004,60.852,60.895,61.078,60.90440000000001,0.09905200654202037,60.852
12,60.861000000000004,cholesky,0.65,ess,60.861000000000004,60.913999999999994,60.753,60.805,60.858000000000004,60.806000000000004,0.053263495942345127,60.805
13,60.696999999999996,cholesky,0.70,ess,60.696999999999996,60.821999999999996,60.908,60.851000000000006,60.983000000000004,60.8694,0.10717415733282255,60.908
14,60.843999999999994,cholesky,0.75,ess,60.843999999999994,60.74,60.777,60.724,60.864,60.7972,0.056627731722186,60.777
15,60.731,cholesky,0.80,ess,60.731,60.901,60.845,61.078,60.716,60.842999999999996,0.14483266206211975,60.845
16,60.852,cholesky,0.85,ess,60.852,60.913999999999994,60.843999999999994,60.827,61.016999999999996,60.8768,0.07890310513534934,60.843999999999994
17,60.75899999999999,cholesky,0.90,ess,60.75899999999999,60.787,60.858999999999995,60.728,60.946000000000005,60.830200000000005,0.08743969350358166,60.858999999999995
18,60.763999999999996,cholesky,0.95,ess,60.763999999999996,60.805,60.794,60.727,60.84,60.7838,0.0417875579568871,60.794
19,60.465,cholesky,1.00,ess,60.465,60.303000000000004,60.196999999999996,60.352,60.488,60.339800000000004,0.140152417032318,60.352
0,62.901,cholesky,0.05,eae,62.901,62.608000000000004,62.92100000000001,62.916000000000004,62.651,62.862,0.11823705003086046,62.916000000000004
1,59.84,cholesky,0.10,eae,59.84,59.881,59.93600000000001,59.985,59.842,59.907799999999995,0.0641809940714547,59.93600000000001
2,56.913000000000004,cholesky,0.15,eae,56.913000000000004,57.093999999999994,56.946000000000005,56.891000000000005,56.983999999999995,56.936,0.0355598087733857,56.946000000000005
3,54.086999999999996,cholesky,0.20,eae,54.086999999999996,54.151,54.207,54.233999999999995,54.042,54.15540000000001,0.08520739404535188,54.207
4,51.25899999999999,cholesky,0.25,eae,51.25899999999999,51.144,51.165,51.25,51.21,51.209799999999994,0.04486312516978584,51.21
5,48.332,cholesky,0.30,eae,48.332,48.261,48.297,48.375,48.196999999999996,48.2996,0.06571757755730383,48.297
6,45.45399999999999,cholesky,0.35,eae,45.45399999999999,45.342,45.373999999999995,45.352,45.456,45.402,0.04921381919745844,45.373999999999995
7,42.5,cholesky,0.40,eae,42.5,42.538999999999994,42.43,42.596000000000004,42.45,42.4812,0.07026521187614948,42.45
8,39.645,cholesky,0.45,eae,39.645,39.510999999999996,39.506,39.585,39.559,39.5602,0.05848675063636321,39.559
9,36.688,cholesky,0.50,eae,36.688,36.608000000000004,36.72,36.639,36.678000000000004,36.689,0.033704599092703465,36.688
10,33.751999999999995,cholesky,0.55,eae,33.751999999999995,33.762,33.838,33.839,33.841,33.821600000000004,0.038926854483764504,33.838
11,30.878,cholesky,0.60,eae,30.878,30.858,30.888,30.95,30.874000000000002,30.8956,0.03102901867607066,30.888
12,27.967,cholesky,0.65,eae,27.967,27.983,28.019000000000002,27.983,28.03,28.003600000000006,0.027088743049467276,28.019000000000002
13,25.069000000000003,cholesky,0.70,eae,25.069000000000003,25.078000000000003,25.023000000000003,25.081,25.072,25.053600000000003,0.028280735492555824,25.069000000000003
14,22.158,cholesky,0.75,eae,22.158,22.21,22.15,22.134,22.138,22.146,0.00979795897113236,22.15
15,19.262999999999998,cholesky,0.80,eae,19.262999999999998,19.259,19.242,19.262,19.246,19.250999999999998,0.010630145812734021,19.246
16,16.374000000000002,cholesky,0.85,eae,16.374000000000002,16.351,16.33,16.325,16.345,16.340799999999998,0.020017492350443405,16.33
17,13.492,cholesky,0.90,eae,13.492,13.437000000000001,13.474,13.469000000000001,13.487,13.4792,0.009782637681116424,13.474
18,10.719000000000001,cholesky,0.95,eae,10.719000000000001,10.537,10.549000000000001,10.552,10.546,10.583,0.07605590049430785,10.549000000000001
19,4.845,cholesky,1.00,eae,4.845,4.855,4.851,4.827,4.843,4.843400000000001,0.009838699100999075,4.845
0,67.471,cholesky,0.05,org,67.471,67.253,67.197,67.21600000000001,67.17399999999999,67.251,0.12388099127792127,67.197
1,67.365,cholesky,0.10,org,67.365,67.21300000000001,67.215,67.2,67.217,67.2424,0.06887524954582415,67.215
2,67.565,cholesky,0.15,org,67.565,67.306,67.343,67.105,67.138,67.2988,0.18586608082164707,67.343
3,67.321,cholesky,0.20,org,67.321,67.243,67.252,67.283,67.171,67.2558,0.055251244329876346,67.252
4,67.473,cholesky,0.25,org,67.473,67.21600000000001,67.142,67.167,67.113,67.20739999999999,0.14970070140116284,67.142
5,67.296,cholesky,0.30,org,67.296,67.226,67.259,67.266,67.22800000000001,67.26160000000002,0.024213632523848568,67.259
6,67.337,cholesky,0.35,org,67.337,67.229,67.18,67.324,67.098,67.22380000000001,0.10309801162001067,67.18
7,67.252,cholesky,0.40,org,67.252,67.055,67.218,67.29899999999999,67.138,67.225,0.05888972745733676,67.218
8,67.324,cholesky,0.45,org,67.324,67.297,67.205,67.309,67.181,67.2448,0.06639427686178978,67.205
9,67.21,cholesky,0.50,org,67.21,67.215,67.243,67.101,67.205,67.20039999999999,0.05835923234587479,67.21
10,67.23100000000001,cholesky,0.55,org,67.23100000000001,67.085,67.223,67.08800000000001,67.027,67.1584,0.09465622008087954,67.223
11,67.39699999999999,cholesky,0.60,org,67.39699999999999,67.19800000000001,67.25,67.30199999999999,67.134,67.2666,0.09538238831146598,67.25
12,67.4,cholesky,0.65,org,67.4,67.333,67.11,67.273,67.148,67.2082,0.12638908180693692,67.148
13,67.355,cholesky,0.70,org,67.355,67.179,67.221,67.187,67.143,67.22540000000001,0.0792136351899107,67.221
14,67.39,cholesky,0.75,org,67.39,67.12100000000001,67.134,67.154,67.055,67.1734,0.12690074861875197,67.134
15,67.33,cholesky,0.80,org,67.33,67.131,67.115,67.24600000000001,67.07300000000001,67.17580000000001,0.10801249927670464,67.115
16,67.361,cholesky,0.85,org,67.361,67.28699999999999,67.215,67.3,67.102,67.23859999999999,0.09813918687252216,67.215
17,67.27600000000001,cholesky,0.90,org,67.27600000000001,67.215,68.12100000000001,67.164,67.191,67.5746,0.5005020479478608,67.27600000000001
18,67.373,cholesky,0.95,org,67.373,67.175,67.197,67.208,67.12,67.21900000000001,0.09301343988908314,67.197
19,67.15,cholesky,1.00,org,67.15,67.023,66.99600000000001,66.923,66.976,67.00820000000002,0.08470655228493382,66.99600000000001
20,82.671,lu,0.05,plp,82.671,82.715,82.671,82.52600000000001,82.736,82.655,0.07741123949401438,82.671
21,82.611,lu,0.10,plp,82.611,82.56200000000001,82.45100000000001,82.575,82.73100000000001,82.5638,0.11806438921198885,82.575
22,82.713,lu,0.15,plp,82.713,82.51299999999999,82.571,82.465,82.605,82.58500000000001,0.08884818512496172,82.571
23,82.75299999999999,lu,0.20,plp,82.75299999999999,82.774,82.794,82.641,82.56200000000001,82.7088,0.10322160626534727,82.75299999999999
24,82.66,lu,0.25,plp,82.66,82.58200000000001,82.52799999999999,82.697,82.7,82.6226,0.08778268622001119,82.66
25,60.585,lu,0.30,plp,60.585,60.653999999999996,60.345,60.318999999999996,60.294,60.377599999999994,0.11785923807661572,60.345
26,57.917,lu,0.35,plp,57.917,57.979,58.083,57.809,57.875,57.9534,0.12441382559828287,57.917
27,55.715,lu,0.40,plp,55.715,55.565,55.49,55.396,55.652,55.5486,0.13089614203634942,55.49
28,53.093,lu,0.45,plp,53.093,53.078,53.001999999999995,53.085,53.161,53.06859999999999,0.06758920032076444,53.085
29,50.44,lu,0.50,plp,50.44,50.598,50.494,50.471000000000004,50.625,50.5048,0.07075097172477574,50.494
30,47.802,lu,0.55,plp,47.802,47.97,47.977,47.672,47.801,47.8458,0.13091867704800486,47.802
31,45.09,lu,0.60,plp,45.09,45.08,44.99100000000001,45.041000000000004,44.965,45.015600000000006,0.04987785079571817,44.99100000000001
32,42.292,lu,0.65,plp,42.292,42.292,42.144,42.04600000000001,42.218,42.16880000000001,0.09207171118209885,42.144
33,39.400999999999996,lu,0.70,plp,39.400999999999996,39.363,39.478,39.375,39.383,39.423,0.05108326536156505,39.400999999999996
34,36.475,lu,0.75,plp,36.475,36.588,36.506,36.696999999999996,36.477,36.5322,0.09334184484999042,36.506
35,33.782,lu,0.80,plp,33.782,33.773,33.72,33.760999999999996,33.679,33.7324,0.040116081563380666,33.72
36,30.788,lu,0.85,plp,30.788,30.85,31.160999999999998,30.878,30.729,30.943399999999997,0.20560471784470216,30.878
37,27.95,lu,0.90,plp,27.95,28.017,27.845,27.875,27.928,27.888600000000004,0.048242097798500055,27.875
38,25.206999999999997,lu,0.95,plp,25.206999999999997,25.009,25.041999999999998,24.987,25.023000000000003,25.0602,0.08508055006874268,25.041999999999998
39,7.976,lu,1.00,plp,7.976,7.9510000000000005,7.922000000000001,7.945,7.984,7.949800000000001,0.029260895406668302,7.945
20,76.013,lu,0.05,ess,76.013,75.965,76.192,76.256,76.286,76.18780000000001,0.10593016567531455,76.192
21,75.994,lu,0.10,ess,75.994,75.712,76.381,76.264,76.657,76.33539999999999,0.2393936089372472,76.381
22,76.42399999999999,lu,0.15,ess,76.42399999999999,76.062,76.273,76.569,76.39699999999999,76.38719999999999,0.12306989883802008,76.39699999999999
23,76.247,lu,0.20,ess,76.247,76.87899999999999,76.425,76.373,76.396,76.3732,0.07384578525548949,76.396
24,76.354,lu,0.25,ess,76.354,76.47,76.482,76.973,76.569,76.572,0.2369250936477602,76.482
25,76.709,lu,0.30,ess,76.709,77.46,76.648,76.905,76.44,76.66999999999999,0.16629341538377443,76.648
26,76.625,lu,0.35,ess,76.625,76.669,77.023,76.822,77.128,76.9242,0.2006382316508982,77.023
27,76.53,lu,0.40,ess,76.53,76.74600000000001,76.72,76.933,77.04899999999999,76.7904,0.2030573810527444,76.72
28,76.862,lu,0.45,ess,76.862,76.882,77.271,77.059,77.173,77.12719999999999,0.1720732402205553,77.173
29,77.23,lu,0.50,ess,77.23,76.847,76.903,76.90100000000001,76.891,76.96560000000001,0.14788779530441187,76.903
30,76.953,lu,0.55,ess,76.953,76.988,77.328,77.215,77.365,77.23780000000001,0.16888072714196692,77.328
31,76.696,lu,0.60,ess,76.696,76.815,77.577,77.66,77.14399999999999,77.3308,0.40849320679786155,77.577
32,76.949,lu,0.65,ess,76.949,76.944,77.376,77.146,77.03699999999999,77.17679999999999,0.1947734581507494,77.146
33,76.93,lu,0.70,ess,76.93,76.95,76.986,77.169,77.245,77.0632,0.13592902559791809,76.986
34,76.99,lu,0.75,ess,76.99,76.657,77.029,77.233,77.324,77.12100000000001,0.14819075544716243,77.029
35,76.852,lu,0.80,ess,76.852,76.914,76.967,77.43,76.67399999999999,76.978,0.2796596145316704,76.967
36,76.661,lu,0.85,ess,76.661,76.76899999999999,77.28,77.059,77.3,77.116,0.27291115770521307,77.28
37,76.417,lu,0.90,ess,76.417,76.64399999999999,77.097,77.138,76.957,76.94120000000001,0.3009621238627863,77.097
38,76.634,lu,0.95,ess,76.634,76.686,77.079,76.976,77.062,76.966,0.1904455302704663,77.062
39,75.77,lu,1.00,ess,75.77,75.71600000000001,75.85600000000001,75.618,75.88600000000001,75.7972,0.10914760647857312,75.85600000000001
20,77.566,lu,0.05,eae,77.566,77.539,77.47,77.456,77.585,77.5094,0.060981964546903515,77.47
21,74.855,lu,0.10,eae,74.855,74.55,74.859,74.42699999999999,74.524,74.7048,0.2121183631843326,74.855
22,71.757,lu,0.15,eae,71.757,71.59899999999999,71.878,71.663,71.654,71.76599999999999,0.1099113278966293,71.757
23,68.687,lu,0.20,eae,68.687,68.825,68.84,68.718,68.75,68.767,0.07026378868236653,68.75
24,65.917,lu,0.25,eae,65.917,65.986,66.066,65.925,65.794,65.9536,0.11499695648146754,65.925
25,62.976000000000006,lu,0.30,eae,62.976000000000006,62.903,63.007,63.166000000000004,63.111000000000004,63.053399999999996,0.08107589037439059,63.007
26,60.092,lu,0.35,eae,60.092,60.085,60.068000000000005,60.163999999999994,60.173,60.113,0.05170106381883937,60.092
27,57.413000000000004,lu,0.40,eae,57.413000000000004,57.243,57.231,57.24,57.153999999999996,57.2538,0.09557039290491817,57.231
28,54.305,lu,0.45,eae,54.305,54.479,54.562,54.243,54.54600000000001,54.44359999999999,0.1565033545966343,54.54600000000001
29,51.674,lu,0.50,eae,51.674,51.495,51.496,51.494,51.46,51.524,0.0852408352845036,51.496
30,48.498000000000005,lu,0.55,eae,48.498000000000005,48.506,48.391000000000005,48.536,48.55,48.473200000000006,0.07741253128531293,48.498000000000005
31,45.758,lu,0.60,eae,45.758,45.651,45.648999999999994,45.54600000000001,45.585,45.6374,0.08048788728746563,45.648999999999994
32,42.705,lu,0.65,eae,42.705,42.832,42.696000000000005,42.687,42.623000000000005,42.6814,0.03326108837665886,42.696000000000005
33,39.813,lu,0.70,eae,39.813,39.915,39.839,39.75,39.821,39.8124,0.03668514685809443,39.821
34,36.957,lu,0.75,eae,36.957,36.938,36.941,36.847,36.902,36.91760000000001,0.044371161805839825,36.941
35,33.942,lu,0.80,eae,33.942,34.044000000000004,33.961,33.907,34.143,33.9828,0.09222906266465151,33.961
36,31.101,lu,0.85,eae,31.101,31.15,31.026,31.033,31.052,31.0476,0.031690692639952986,31.033
37,28.165,lu,0.90,eae,28.165,28.111,28.108,28.151999999999997,28.059,28.1184,0.04196784483387133,28.108
38,25.273000000000003,lu,0.95,eae,25.273000000000003,25.263,25.243000000000002,25.22,25.226999999999997,25.241200000000003,0.02042547429070107,25.243000000000002
39,6.666,lu,1.00,eae,6.666,6.6610000000000005,6.667000000000001,6.72,6.727,6.689400000000001,0.031229793467136186,6.667000000000001
20,82.95100000000001,lu,0.05,org,82.95100000000001,82.66,82.641,82.796,82.59299999999999,82.72439999999999,0.14802972674433115,82.641
21,82.947,lu,0.10,org,82.947,82.775,82.789,82.796,82.73,82.8102,0.08100432087240748,82.789
22,82.96700000000001,lu,0.15,org,82.96700000000001,82.806,82.75399999999999,82.677,82.73,82.7764,0.11109140380786003,82.75399999999999
23,83.03200000000001,lu,0.20,org,83.03200000000001,82.637,82.993,82.764,82.791,82.9146,0.12652391078369632,82.993
24,82.965,lu,0.25,org,82.965,82.913,82.729,82.89,82.815,82.8256,0.10290189502628387,82.815
25,82.985,lu,0.30,org,82.985,82.78200000000001,82.93,82.79799999999999,82.84200000000001,82.897,0.07541220060441452,82.93
26,83.008,lu,0.35,org,83.008,82.796,82.791,82.91799999999999,82.694,82.8404,0.12290768893767098,82.791
27,83.016,lu,0.40,org,83.016,82.819,82.802,82.726,82.792,82.8276,0.10999454531930367,82.802
28,82.986,lu,0.45,org,82.986,82.898,82.814,82.72,82.815,82.8298,0.09640124480524366,82.814
29,82.95700000000001,lu,0.50,org,82.95700000000001,82.99,82.805,82.75,82.76299999999999,82.816,0.08259539938762156,82.805
30,82.93799999999999,lu,0.55,org,82.93799999999999,82.859,82.948,82.863,82.792,82.89779999999999,0.0690304280734181,82.93799999999999
31,82.874,lu,0.60,org,82.874,82.723,82.736,82.691,82.637,82.7348,0.08783905737198912,82.736
32,82.74799999999999,lu,0.65,org,82.74799999999999,82.859,82.809,82.90700000000001,82.906,82.8358,0.06917875396392359,82.809
33,82.82700000000001,lu,0.70,org,82.82700000000001,82.899,82.84100000000001,82.85,82.73899999999999,82.81960000000001,0.04580174669158953,82.84100000000001
34,82.79700000000001,lu,0.75,org,82.79700000000001,82.76899999999999,82.712,82.891,82.92,82.80640000000001,0.09743356711113454,82.79700000000001
35,82.73299999999999,lu,0.80,org,82.73299999999999,82.76100000000001,82.84100000000001,82.65799999999999,82.68,82.75059999999999,0.08690972327651947,82.73299999999999
36,82.804,lu,0.85,org,82.804,82.745,82.723,82.626,82.786,82.7324,0.06981618723476574,82.723
37,82.85600000000001,lu,0.90,org,82.85600000000001,82.833,82.704,82.713,82.611,82.71759999999999,0.08790506242532613,82.704
38,82.959,lu,0.95,org,82.959,82.815,82.759,82.677,82.819,82.79460000000002,0.10486562830594154,82.759
39,82.31200000000001,lu,1.00,org,82.31200000000001,82.311,82.365,82.226,82.167,82.287,0.08791188770581417,82.31200000000001
40,81.44,ludcmp,0.05,plp,81.44,81.585,81.503,81.453,81.373,81.45439999999999,0.05375686002734749,81.453
41,81.421,ludcmp,0.10,plp,81.421,81.458,81.479,81.582,81.37,81.4662,0.0791119460005836,81.479
42,81.572,ludcmp,0.15,plp,81.572,81.378,81.398,81.47399999999999,81.452,81.4588,0.07156256004364514,81.452
43,81.377,ludcmp,0.20,plp,81.377,81.42699999999999,81.457,81.439,81.319,81.4098,0.06047478813521842,81.439
44,81.26,ludcmp,0.25,plp,81.26,81.374,81.49,81.3,81.40100000000001,81.38820000000001,0.10618945333694559,81.40100000000001
45,60.11,ludcmp,0.30,plp,60.11,60.1,60.092,60.143,60.221000000000004,60.131600000000006,0.054141481324398784,60.11
46,57.538999999999994,ludcmp,0.35,plp,57.538999999999994,57.567,57.593999999999994,57.43,57.628,57.556999999999995,0.07783315488915925,57.593999999999994
47,54.938,ludcmp,0.40,plp,54.938,54.93,54.863,54.975,55.125,54.9528,0.10781094564096931,54.938
48,52.415,ludcmp,0.45,plp,52.415,52.336000000000006,52.196999999999996,52.335,52.25,52.278800000000004,0.09476391718370619,52.25
49,49.878,ludcmp,0.50,plp,49.878,49.675,49.613,49.631,49.661,49.679199999999994,0.11285034337564075,49.631
50,46.995,ludcmp,0.55,plp,46.995,46.989,46.843999999999994,46.97,46.993,46.929199999999994,0.07839451511426333,46.97
51,44.321000000000005,ludcmp,0.60,plp,44.321000000000005,44.353,44.22,44.151,44.213,44.225,0.06100409822298924,44.22
52,41.45399999999999,ludcmp,0.65,plp,41.45399999999999,41.378,41.34,41.443999999999996,41.345,41.3846,0.058930467501959564,41.345
53,38.523,ludcmp,0.70,plp,38.523,38.553000000000004,38.536,38.562,38.563,38.544,0.017705931209624538,38.536
54,35.613,ludcmp,0.75,plp,35.613,35.69,35.708,35.645,35.592,35.653200000000005,0.053466812136127466,35.645
55,32.799,ludcmp,0.80,plp,32.799,32.687,32.707,32.694,32.717,32.724799999999995,0.04227528828996832,32.707
56,29.828000000000003,ludcmp,0.85,plp,29.828000000000003,29.86,29.789,29.825,29.776,29.8014,0.023543576618687636,29.789
57,26.789,ludcmp,0.90,plp,26.789,26.838,26.793000000000003,26.789,26.818,26.796400000000006,0.01223928102463517,26.793000000000003
58,23.804000000000002,ludcmp,0.95,plp,23.804000000000002,23.861,23.799,23.826,23.846,23.8148,0.0207050718424255,23.804000000000002
